906000892054	2013	ML	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"KE-MACINA IRRIGATION (FIRST STAGE)"	"KE-MACINA IRRIGATION (FIRST STAGE)"	Agriculture/Irrigation
906000892111	2013	CI	"United Nations"	UNPBF	"Appui à l'état civil: Promotion de l'enregistrement des naissances et des personnes non déclarées dans les délais"	"APPUI À L'ÉTAT CIVIL: PROMOTION DE L'ENREGISTREMENT DES NAISSANCES ET DES PERSONNES NON DÉCLARÉES DANS LES DÉLAIS"	"Human Rights-W2"
906000892135	2013	ML	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"F.S. FOR KAYES-MAURITANIA BORDER ROAD PROJECT."	"F.S. FOR KAYES-MAURITANIA BORDER ROAD PROJECT."	Transportation/Roads
906000892201	2013	CD	"United Nations"	UNPBF	"Programme de réintégration communautaire et de relèvement a l’est de la RDC"	"PROGRAMME DE RÉINTÉGRATION COMMUNAUTAIRE ET DE RELÈVEMENT A L’EST DE LA RDC"	"Security -W2"
906000892204	2013	MR	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"KIFA-NEMA ROAD"	"KIFA-NEMA ROAD"	Transportation/Roads
906000892221	2013	MR	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"ATAR -TAGAKGA ROAD PROJECT"	"ATAR -TAGAKGA ROAD PROJECT"	Transportation/
906000892218	2013	CF	"United Nations"	UNPBF	"PIONEERING YOUTH"	"PIONEERING YOUTH"	"Comms Affected By Conflict"
906000892224	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Mauritanie Leasing II"	"MAURITANIE LEASING II"	
906000892280	2013	RW	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000892277	2013	RW	"United Nations"	WFP	"Protracted Relief Ops"	"PRIMARY EDUCATION"	
906000892283	2013	NE	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"Village And Pastoral Water Supply Project In Tahouo Region"	"VILLAGE AND PASTORAL WATER SUPPLY PROJECT IN TAHOUO REGION"	Transportation/Railways
906000892309	2013	CD	"United Nations"	UNPBF	"DISARMAMENT AND DEMOBILISATION OF RESIDUAL CONOGOLESE ARMED GROUPS IN NORTH AND SOUTH KIVU"	"DISARMAMENT AND DEMOBILISATION OF RESIDUAL CONOGOLESE ARMED GROUPS IN NORTH AND SOUTH KIVU"	"Security -W2"
906000892321	2013	SN	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"BAKEL AGRICULTURAL DEVELOPMENT PROJECT"	"BAKEL AGRICULTURAL DEVELOPMENT PROJECT"	"Agriculture/Land Reclamation"
906000892508	2013	SD	"United Nations"	WFP	"Emergency Operations"	"PRIMARY EDUCATION"	
906000892499	2013	SN	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"SMALL DAMS PROJECT (IN NIAYES REGION)"	"SMALL DAMS PROJECT (IN NIAYES REGION)"	Agriculture/Irrigation
906000892541	2013	NE	"United Nations"	WFP	"Emergency Operations"	"EMERGENCY FOOD AID"	
906000892561	2013	SD	"United Nations"	WFP	"Emergency Operations"	"DISASTER PREVENTION AND PREPAREDNESS"	
906000892567	2013	NE	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000892593	2013	SD	"United Nations"	WFP	"Emergency Operations"	"RECONSTRUCTION RELIEF AND REHABILITATION"	
906000892601	2013	SD	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000892656	2013	NE	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"REPAYMENT OF LOANS PRINCIPAL - 260"	"REPAYMENT OF LOANS PRINCIPAL - 260"	
906000892650	2013	NE	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"BIRNI-N'KONNI IRRIGATION STAGE (II)"	"BIRNI-N'KONNI IRRIGATION STAGE (II)"	Agriculture/Irrigation
906000892673	2013	RW	"United Nations"	WFP	"Protracted Relief Ops"	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000892684	2013	LR	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000892693	2013	CI	"United Nations"	UNPBF	"Appui à l'état civil: Promotion de l'enregistrement des naissances et des personnes non déclarées dans les délais"	"APPUI À L'ÉTAT CIVIL: PROMOTION DE L'ENREGISTREMENT DES NAISSANCES ET DES PERSONNES NON DÉCLARÉES DANS LES DÉLAIS"	"Human Rights-W2"
906000892699	2013	ML	"United Nations"	WFP	"Emergency Operations"	"EMERGENCY FOOD AID"	
906000892719	2013	NE	"OPEC Fund for International Development (OFID)"	ofid	"Niamey-Ouallam Road Project"	"NIAMEY-OUALLAM ROAD PROJECT"	
906000892755	2013	CD	"United Nations"	UNPBF	"Restauration de l’autorité de l’Etat à l’Est de la RDC"	"RESTAURATION DE L’AUTORITÉ DE L’ETAT À L’EST DE LA RDC"	"Public Administration-W2"
906000892767	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Livestock Development Phase II Project"	"LIVESTOCK DEVELOPMENT PHASE II PROJECT"	
906000892776	2013	CD	"United Nations"	UNPBF	"Restauration de l’autorité de l’Etat à l’Est de la RDC"	"RESTAURATION DE L’AUTORITÉ DE L’ETAT À L’EST DE LA RDC"	"Public Administration-W2"
906000892779	2013	CI	"United Nations"	UNPBF	"Appui à l'état civil: Promotion de l'enregistrement des naissances et des personnes non déclarées dans les délais"	"APPUI À L'ÉTAT CIVIL: PROMOTION DE L'ENREGISTREMENT DES NAISSANCES ET DES PERSONNES NON DÉCLARÉES DANS LES DÉLAIS"	"Human Rights-W2"
906000892785	2013	CI	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Technical Support to the Ministry of Planning and Development"	"TECHNICAL SUPPORT TO THE MINISTRY OF PLANNING AND DEVELOPMENT"	"Amount (M US$) : 0.3"
906000892807	2013	CI	"OPEC Fund for International Development (OFID)"	ofid	"Singrobo-Yamoussoukro Road Project ( Additional Loan )"	"SINGROBO-YAMOUSSOUKRO ROAD PROJECT ( ADDITIONAL LOAN )"	
906000892801	2013	CI	"United Nations"	WFP	"Emergency Operations"	"EMERGENCY FOOD AID"	
906000892810	2013	CI	"OPEC Fund for International Development (OFID)"	ofid	"Jacqueville Bridge Project"	"JACQUEVILLE BRIDGE PROJECT"	
906000892835	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Livestock Development III Project"	"LIVESTOCK DEVELOPMENT III PROJECT"	
906000892842	2013	CF	"United Nations"	UNPBF	"SUPPORT PROJECT IN CAR ELECTORAL CYCLE"	"SUPPORT PROJECT IN CAR ELECTORAL CYCLE"	"Democratic Governance -W1"
906000892880	2013	CF	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000892886	2013	CF	"United Nations"	UNPBF	"OPERATING BUDGET FOR THE SECRETARIAT AND CAPACITY BUILDING FOR IMPLEMENTING PARTNERS"	"OPERATING BUDGET FOR THE SECRETARIAT AND CAPACITY BUILDING FOR IMPLEMENTING PARTNERS"	"Public Administration-W1"
906000892883	2013	CF	"United Nations"	UNPBF	"Appui à la Réinsertion/Réintégration des ex-combattants démobilisés et au Relèvement communautaire en République Centrafricaine"	"APPUI À LA RÉINSERTION/RÉINTÉGRATION DES EX-COMBATTANTS DÉMOBILISÉS ET AU RELÈVEMENT COMMUNAUTAIRE EN RÉPUBLIQUE CENTRAFRICAINE"	"PBF Emergency Window -W3"
906000892918	2013	CD	"United Nations"	WFP	"Protracted Relief Ops"	"STD CONTROL INCLUDING HIV/AIDS"	
906000892937	2013	LR	"United Nations"	WFP	Development	"DISASTER PREVENTION AND PREPAREDNESS"	
906000892934	2013	LR	"United Nations"	WFP	"Protracted Relief Ops"	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000892955	2013	LR	"United Nations"	WFP	Development	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000892970	2013	LR	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000893194	2013	LY	"United Nations"	WFP	"Emergency Operations"	"PUBLIC SECTOR POLICY AND ADM. MANAGEMENT"	
906000893295	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Income Diversification (southern Zone) Project"	"INCOME DIVERSIFICATION (SOUTHERN ZONE) PROJECT"	
906000893370	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Kayes-Diamou-Bafoulabé Road Project"	"KAYES-DIAMOU-BAFOULABÉ ROAD PROJECT"	
906000893424	2013	CI	"OPEC Fund for International Development (OFID)"	ofid	"Singrobo-Yamoussoukro Road Project"	"SINGROBO-YAMOUSSOUKRO ROAD PROJECT"	
906000893427	2013	SN	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"SENEGAL RIVER DEVELOPMENT"	"SENEGAL RIVER DEVELOPMENT"	Agriculture/Irrigation
906000893596	2013	RW	"International Monetary Fund (IMF)"	"IMF concessional"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"	"GENERAL BUDGET SUPPORT (SEMI-AGGREGATES)"
906000893709	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Small and Micro Credit Finance"	"SMALL AND MICRO CREDIT FINANCE"	"Financement de Microcrédits"
906000893759	2013	CD	"United Nations"	WFP	"Protracted Relief Ops"	"PRIMARY EDUCATION"	
906000893774	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Didiéni-Goumbou-Nara Road Rehabilitation Project"	"DIDIÉNI-GOUMBOU-NARA ROAD REHABILITATION PROJECT"	
906000893818	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Nioro-Gogui Paved Road Project"	"NIORO-GOGUI PAVED ROAD PROJECT"	
906000893824	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"REPAYMENT OF LOANS PRINCIPAL - 255"	"REPAYMENT OF LOANS PRINCIPAL - 255"	
906000893943	2013	ER	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Genration and Distribution of Electricity"	"GENRATION AND DISTRIBUTION OF ELECTRICITY"	
906000893961	2013	TD	"OPEC Fund for International Development (OFID)"	ofid	"Second Health Project"	"SECOND HEALTH PROJECT"	
906000893981	2013	NE	"OPEC Fund for International Development (OFID)"	ofid	"Zinder-Agadez Road Project"	"ZINDER-AGADEZ ROAD PROJECT"	
906000894032	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"REPAYMENT OF LOANS PRINCIPAL - 269"	"REPAYMENT OF LOANS PRINCIPAL - 269"	
906000894048	2013	SN	"OPEC Fund for International Development (OFID)"	ofid	"Rural Roads Project"	"RURAL ROADS PROJECT"	
906000894051	2013	NE	"OPEC Fund for International Development (OFID)"	ofid	"Say-Tapoa Road Rehabilitation Project"	"SAY-TAPOA ROAD REHABILITATION PROJECT"	
906000894090	2013	SN	"OPEC Fund for International Development (OFID)"	ofid	"Linguere-Boulal Road Project"	"LINGUERE-BOULAL ROAD PROJECT"	
906000894093	2013	SN	"United Arab Emirates"	ADFD	"Agricultural Matam Saed"	"AGRICULTURAL MATAM SAED"	
906000894096	2013	SN	"United Nations"	WFP	"Emergency Operations"	"EMERGENCY FOOD AID"	
906000894105	2013	SN	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000894111	2013	SN	"OPEC Fund for International Development (OFID)"	ofid	"Primary and Secondary Education Project"	"PRIMARY AND SECONDARY EDUCATION PROJECT"	
906000894123	2013	ET	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"REPAYMENT OF LOANS PRINCIPAL - 238"	"REPAYMENT OF LOANS PRINCIPAL - 238"	
906000894132	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rain water drainage in Grand Youff"	"RAIN WATER DRAINAGE IN GRAND YOUFF"	
906000894172	2013	TD	"OPEC Fund for International Development (OFID)"	ofid	"Pastoral Livestock Support Project"	"PASTORAL LIVESTOCK SUPPORT PROJECT"	
906000894187	2013	NE	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Coal Mining and Thermal Power Station in 'Anon Araren' (SONICHAR)"	"COAL MINING AND THERMAL POWER STATION IN 'ANON ARAREN' (SONICHAR)"	
906000894198	2013	BI	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"BUJUMBURA-MUTAMBARA HIGHWAY"	"BUJUMBURA-MUTAMBARA HIGHWAY"	Transportation/Roads
906000894209	2013	BI	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"BUJUMBURA-MUTAMBARA ROAD"	"BUJUMBURA-MUTAMBARA ROAD"	Transportation/Roads
906000894245	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Multisectoral Poverty Alleviation Project"	"MULTISECTORAL POVERTY ALLEVIATION PROJECT"	
906000894248	2013	UG	"United Nations"	UNPBF	"Peacebuilding and Enhancing Protection Systems (UNFPA/UNICEF)"	"PEACEBUILDING AND ENHANCING PROTECTION SYSTEMS (UNFPA/UNICEF)"	"Democratic Governance -W2"
906000894264	2013	ML	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"THE INTEGRATED DEVELOPMENT PROJECT (DOWN STREAM OF MANATALI DAM)"	"THE INTEGRATED DEVELOPMENT PROJECT (DOWN STREAM OF MANATALI DAM)"	"Agriculture/Land Reclamation"
906000894319	2013	UG	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Feasibility study for Rural Electrification  Project in five Regions"	"FEASIBILITY STUDY FOR RURAL ELECTRIFICATION PROJECT IN FIVE REGIONS"	"Amount (M US$) : 0.4"
906000894347	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Third water supply"	"THIRD WATER SUPPLY"	
906000894364	2013	BI	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"MUTAMBARA-NYANZA-LAKE ROAD"	"MUTAMBARA-NYANZA-LAKE ROAD"	Transportation/Roads
906000894380	2013	BI	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"NYANZA LAC-MAKAMBA ROAD"	"NYANZA LAC-MAKAMBA ROAD"	Transportation/Roads
906000894394	2013	NE	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Protection of Plants and Food Products stored in Liptako Gourma Area"	"PROTECTION OF PLANTS AND FOOD PRODUCTS STORED IN LIPTAKO GOURMA AREA"	"Total Project Amount (M US$) : 2.734 - BADEA Amount (M US$) : 2.42"
906000894436	2013	NE	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Support for food security in “Dosso” and “Tillaberi” Provinces- Phase II"	"SUPPORT FOR FOOD SECURITY IN “DOSSO” AND “TILLABERI” PROVINCES- PHASE II"	"Total Project Amount (M US$) : 6.94 - BADEA Amount (M US$) : 6.2"
906000894453	2013	SD	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"RAILWAYS REHABILITATION"	"RAILWAYS REHABILITATION"	Transportation/Railways
906000894464	2013	SD	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"NORTH-WEST SENNAR SUGAR PLANT"	"NORTH-WEST SENNAR SUGAR PLANT"	Industry/Processing
906000894504	2013	TD	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Development of Natural resources in Soudan zone"	"DEVELOPMENT OF NATURAL RESOURCES IN SOUDAN ZONE"	"Total Project Amount (M US$) : 33.3 - BADEA Amount (M US$) : 11.8"
906000894510	2013	TD	"OPEC Fund for International Development (OFID)"	ofid	"Massaguet-N'goura Road Project"	"MASSAGUET-N'GOURA ROAD PROJECT"	
906000894533	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Construction of Embankments Against Infiltration of Feline Water to Agriculture Area in Casammance Basin"	"CONSTRUCTION OF EMBANKMENTS AGAINST INFILTRATION OF FELINE WATER TO AGRICULTURE AREA IN CASAMMANCE BASIN"	
906000894553	2013	UG	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Maintenance of the Rural Road Network (Rural Feeder Roads)"	"MAINTENANCE OF THE RURAL ROAD NETWORK (RURAL FEEDER ROADS)"	
906000894589	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Storm Water Drainage in Pikine"	"STORM WATER DRAINAGE IN PIKINE"	
906000894594	2013	CD	"United Nations"	WFP	"Protracted Relief Ops"	"FOOD AID/FOOD SECURITY PROGRAMMES"	
906000894624	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Sewerage facilities in Grand-Yoff"	"SEWERAGE FACILITIES IN GRAND-YOFF"	"Total Project Amount (M US$) : 5.3 - BADEA Amount (M US$) : 4.2"
906000894671	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Protection of Plants and Food Products stored in Liptako Gourma Area"	"PROTECTION OF PLANTS AND FOOD PRODUCTS STORED IN LIPTAKO GOURMA AREA"	"Total Project Amount (M US$) : 2.938 - BADEA Amount (M US$) : 2.6"
906000894714	2013	UG	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Kafu - Massindi road"	"KAFU - MASSINDI ROAD"	"Kafu-Masindi road"
906000894731	2013	SD	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"AGADI-GARABIN MECHANIZED DRY FARMING"	"AGADI-GARABIN MECHANIZED DRY FARMING"	"Agriculture/Land Reclamation"
906000894754	2013	ET	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"EXTENSION OF THE NATIONAL POWER GRID TO THE AFAR REGION"	"EXTENSION OF THE NATIONAL POWER GRID TO THE AFAR REGION"	Energy/
906000894770	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Reclamation of irrigated areas in the province of Bakel"	"RECLAMATION OF IRRIGATED AREAS IN THE PROVINCE OF BAKEL"	"voir note"
906000894768	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Preparation of Agricultural lands N’Dierba"	"PREPARATION OF AGRICULTURAL LANDS N’DIERBA"	
906000894778	2013	CD	"United Nations"	WFP	"Protracted Relief Ops"	"DISASTER PREVENTION AND PREPAREDNESS"	
906000894866	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"N'diosmone - Palmarin Region Water Supply"	"N'DIOSMONE - PALMARIN REGION WATER SUPPLY"	"Projer d'Alimentation en eau potable de l'Axe N.Palmarin: Total Project Amount (M US$) : 30.73 - BADEA Amount (M US$) : 8"
906000894872	2013	NE	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Pilot Centres for Livestock Development (Promotion of Stockbreeding)"	"PILOT CENTRES FOR LIVESTOCK DEVELOPMENT (PROMOTION OF STOCKBREEDING)"	"See Annex O95/1"
906000894879	2013	UG	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Institutional Support to the Ministry of Local Government (Arab Expert)"	"INSTITUTIONAL SUPPORT TO THE MINISTRY OF LOCAL GOVERNMENT (ARAB EXPERT)"	"Amount (M US$) : 0.245"
906000894897	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Tenenko Water Supply."	"TENENKO WATER SUPPLY."	
906000894930	2013	UG	"United Nations"	UNPBF	"Livelihoods and Local Economic Recovery"	"LIVELIHOODS AND LOCAL ECONOMIC RECOVERY"	"Youth Empower/Employ-W2"
906000895001	2013	SO	"United Nations"	WFP	"Protracted Relief Ops"	"PRIMARY EDUCATION"	
906000895018	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Diourbel sanitation (Phase II)"	"DIOURBEL SANITATION (PHASE II)"	"Total Project Amount (M US$) : 15.9 - BADEA Amount (M US$) : 7"
906000895097	2013	SD	"OPEC Fund for International Development (OFID)"	ofid	"National Grid Rehabilitation and Improvement Project"	"NATIONAL GRID REHABILITATION AND IMPROVEMENT PROJECT"	
906000895131	2013	SD	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"RAHAD IRRIGATION STAGE (II)"	"RAHAD IRRIGATION STAGE (II)"	Agriculture/Irrigation
906000895137	2013	RW	"OPEC Fund for International Development (OFID)"	ofid	"Umutara Community Resources & Infrastructure Development Project"	"UMUTARA COMMUNITY RESOURCES & INFRASTRUCTURE DEVELOPMENT PROJECT"	
906000895156	2013	MR	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"VILLAGE AND PASTORAL WATER SUPPLY"	"VILLAGE AND PASTORAL WATER SUPPLY"	"Water and Sewage/Water Supply"
906000895154	2013	MR	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"Village and Pastoral Water Supply (Second Phase)"	"VILLAGE AND PASTORAL WATER SUPPLY (SECOND PHASE)"	"Water and Sewage/Water Supply"
906000895216	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rehabilitation of the Infrastructures of Some Domestic Airports."	"REHABILITATION OF THE INFRASTRUCTURES OF SOME DOMESTIC AIRPORTS."	
906000895226	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Toubu - Kebemer - Lompoul Road"	"TOUBU - KEBEMER - LOMPOUL ROAD"	"CONSTRUCTION ET BITUMAGE DE LA ROUTE EN TERRE"
906000895234	2013	MR	"OPEC Fund for International Development (OFID)"	ofid	"Societe Nationale Industrielle et Miniere (SNIM)"	"SOCIETE NATIONALE INDUSTRIELLE ET MINIERE (SNIM)"	
906000895237	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rehabilitation of the Infrastructures of Some Domestic Airports (AL)"	"REHABILITATION OF THE INFRASTRUCTURES OF SOME DOMESTIC AIRPORTS (AL)"	
906000895253	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Line of Credit to Mali Development Bank"	"LINE OF CREDIT TO MALI DEVELOPMENT BANK"	"Financement de sous-projets dans les secteurs de l'industrie, du transport et de l'immobilier commercial."
906000895324	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Linguere - Matam road (Phase I, Linguere - Bolal)"	"LINGUERE - MATAM ROAD (PHASE I, LINGUERE - BOLAL)"	
906000895329	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rehabilitation of internal roads in 4 towns"	"REHABILITATION OF INTERNAL ROADS IN 4 TOWNS"	
906000895331	2013	ER	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Expert in IT for  the Ministry of Finance (Arab Expert)"	"EXPERT IN IT FOR THE MINISTRY OF FINANCE (ARAB EXPERT)"	"Amount (M US$) : 0.235"
906000895370	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Linguere - Matam road, Phase I 'Linguere - Boulal',  (AL)"	"LINGUERE - MATAM ROAD, PHASE I 'LINGUERE - BOULAL', (AL)"	"Total Project Amount (M US$) : 29.6 - BADEA Amount (M US$) : 8"
906000895400	2013	UG	"United Nations"	UNPBF	"Livelihoods and Local Economic Recovery"	"LIVELIHOODS AND LOCAL ECONOMIC RECOVERY"	"Youth Empower/Employ-W2"
906000895465	2013	UG	"United Nations"	WFP	Development	"PRIMARY EDUCATION"	
906000895480	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Rehabilitation of internal roads (3rd Programme)"	"REHABILITATION OF INTERNAL ROADS (3RD PROGRAMME)"	"rehabilitation de voiries urbaines dans les villes ,Koutiala,BANDIAGARA,KATI)"
906000895541	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"“Blouf” Ring road – section “Blouf Thionk - Essyl - Balingour”"	"“BLOUF” RING ROAD – SECTION “BLOUF THIONK - ESSYL - BALINGOUR”"	"Total Project Amount (M US$) : 10.5 - BADEA Amount (M US$) : 8"
906000895565	2013	ML	"OPEC Fund for International Development (OFID)"	ofid	"Societe Immobiliere Franco-Africaine (IFA-BACO)"	"SOCIETE IMMOBILIERE FRANCO-AFRICAINE (IFA-BACO)"	
906000895556	2013	TD	"OPEC Fund for International Development (OFID)"	ofid	"Am Timan-Haraze Mangueigne Road Project"	"AM TIMAN-HARAZE MANGUEIGNE ROAD PROJECT"	
906000895622	2013	TD	"OPEC Fund for International Development (OFID)"	ofid	"Am Timan-Haraze Mangueigne Road Project (Additional Loan)"	"AM TIMAN-HARAZE MANGUEIGNE ROAD PROJECT (ADDITIONAL LOAN)"	
906000895631	2013	MR	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"SENEGAL RIVER DEVELOPMENT"	"SENEGAL RIVER DEVELOPMENT"	Agriculture/Irrigation
906000895628	2013	TD	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000895673	2013	TD	"United Nations"	WFP	"Emergency Operations"	"EMERGENCY FOOD AID"	
906000895685	2013	ET	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"WUKRO - ZALAMBESA ROAD PROJECT."	"WUKRO - ZALAMBESA ROAD PROJECT."	Transportation/Roads
906000895692	2013	SD	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"Rehabilitaion & Maintenance For Rahad Irrigation"	"REHABILITAION & MAINTENANCE FOR RAHAD IRRIGATION"	"Agriculture/Land Reclamation"
906000895737	2013	ET	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"NEKEMTE - BEDELLE ROAD PROJECT"	"NEKEMTE - BEDELLE ROAD PROJECT"	Transportation/Roads
906000895754	2013	ET	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"ADDIS ABABA INTERNATIONAL AIRPORT DEVELOPMENT"	"ADDIS ABABA INTERNATIONAL AIRPORT DEVELOPMENT"	Transportation/Airports
906000895752	2013	ET	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"ADDIS ABABA INTERNATIONAL AIRPORT DEVELOPMENT"	"ADDIS ABABA INTERNATIONAL AIRPORT DEVELOPMENT"	Transportation/Airports
906000895768	2013	MR	Kuwait	"Kuwait Fund for Arab Economic Development (KFAED)"	"Feasibility Studies and Preliminary Design for the Kiffa-Tamzakt-Aioun Project"	"FEASIBILITY STUDIES AND PRELIMINARY DESIGN FOR THE KIFFA-TAMZAKT-AIOUN PROJECT"	Transportation/Roads
906000895771	2013	MR	"United Nations"	WFP	"Emergency Operations"	"EMERGENCY FOOD AID"	
906000895783	2013	UG	"United Nations"	WFP	"Protracted Relief Ops"	"EMERGENCY FOOD AID"	
906000895786	2013	ML	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Fisheries resources in Selingue Lake"	"FISHERIES RESOURCES IN SELINGUE LAKE"	
906000895800	2013	LR	"United Nations"	UNPBF	"Justice and Security Joint Programme (UNOPS, UNDP)"	"JUSTICE AND SECURITY JOINT PROGRAMME (UNOPS, UNDP)"	"Security -W1"
906000895886	2013	CF	"United Nations"	UNPBF	"PROJET D’APPUI AU DÉMARRAGE DU PROCESSUS DÉSARMEMENT, DÉMOBILISATION ET RÉINTÉGRATION DES GROUPES ARMÉS"	"PROJET D’APPUI AU DÉMARRAGE DU PROCESSUS DÉSARMEMENT, DÉMOBILISATION ET RÉINTÉGRATION DES GROUPES ARMÉS"	"Security -W1"
906000895983	2013	SN	"Arab Bank for Economic Development in Africa (BADEA)"	BADEA	"Dialakoto - Kedougou Road."	"DIALAKOTO - KEDOUGOU ROAD."	".DIALAKOTO KEDOUGOU ROAD"
906000896008	2013	CD	"United Nations"	WFP	"Special Operations"	"RELIEF CO-ORDINATION; PROTECTION AND SUPPORT SERVICES"	
906000896011	2013	ET	"OPEC Fund for International Development (OFID)"	ofid	"Sawala Key Afer Rural Electrification Project"	"SAWALA KEY AFER RURAL ELECTRIFICATION PROJECT"	
906000896035	2013	SO	"United Nations"	WFP	"Protracted Relief Ops"	"DISASTER PREVENTION AND PREPAREDNESS"	
